x,y,count
66,90,2
66,96,3
66,91,1
66,92,2
66,75,1
66,87,1
66,88,1
66,86,2
66,69,1
66,81,1
66,93,1
66,61,1
66,97,1
66,47,1
66,56,1
66,5,1
66,85,1
66,66,1
66,95,2
66,23,1
66,55,1
66,94,1
66,25,1
66,73,1
75,95,3
75,31,1
75,89,4
75,70,1
75,91,1
75,77,1
75,92,1
75,73,1
75,71,1
75,84,1
75,90,3
75,87,1
75,41,1
75,62,1
75,80,1
75,34,2
75,8,1
75,68,1
75,32,1
75,10,1
75,85,1
75,74,1
75,21,1
75,2,1
87,92,2
87,91,1
87,10,1
87,93,1
87,94,1
87,84,1
87,70,1
87,89,2
87,47,1
87,90,2
87,72,2
87,58,1
87,34,1
73,54,1
73,92,3
73,85,1
73,94,1
73,69,2
73,4,1
73,18,1
73,83,1
73,90,2
73,87,2
73,84,2
73,86,1
73,19,1
73,17,1
73,8,2
73,59,1
73,91,1
73,75,1
73,68,1
73,81,2
73,97,1
73,29,1
73,11,1
73,53,1
73,88,1
78,28,1
78,82,3
78,83,1
78,94,1
78,15,1
78,23,1
78,96,1
78,54,1
78,89,3
78,91,1
78,77,1
78,85,1
78,71,1
78,93,2
78,75,1
78,53,1
78,46,1
78,76,2
78,74,1
78,87,1
78,86,1
78,84,1
78,90,1
78,95,1
78,5,1
78,68,1
78,81,1
78,69,2
78,36,1
70,90,1
70,91,2
70,61,1
70,64,1
70,22,1
70,83,2
70,87,1
70,77,2
70,95,2
70,79,1
70,78,1
70,62,1
70,75,1
70,37,1
70,88,1
70,54,1
70,3,1
70,44,1
70,20,1
70,100,1
70,92,1
70,7,1
69,18,1
69,74,2
69,81,2
69,84,1
69,17,3
69,6,2
69,87,1
69,80,1
69,95,2
69,86,2
69,96,2
69,69,1
69,55,1
69,54,1
69,100,1
69,4,1
69,89,1
69,59,1
69,93,1
69,3,1
69,90,2
69,71,1
69,32,1
69,57,1
69,94,3
74,67,1
74,88,1
74,93,1
74,63,1
74,86,1
74,73,1
74,74,2
74,84,1
74,59,1
74,62,1
74,34,1
74,44,1
74,89,1
74,96,1
74,7,1
74,13,1
74,8,2
74,94,1
74,32,2
74,85,1
74,90,1
27,31,4
27,94,1
27,96,3
27,91,1
27,85,1
27,88,1
27,29,1
27,97,2
27,90,1
27,83,2
27,100,1
27,7,1
27,86,1
