x,y,count
43,62,1
43,89,1
43,84,1
43,97,1
43,94,1
43,86,1
24,94,1
24,71,1
24,40,1
24,86,1
24,73,1
26,87,1
26,93,1
26,89,1
26,86,1
26,90,2
26,77,1
38,89,1
38,95,1
38,68,1
38,35,1
38,63,1
38,4,2
38,8,1
38,88,1
38,93,1
38,67,1
38,97,1
38,11,1
75,90,2
75,12,1
75,79,1
75,67,1
75,95,1
75,68,1
75,63,2
75,41,1
75,11,1
75,66,1
75,65,1
75,57,1
75,77,1
75,75,1
75,69,1
75,88,1
75,83,1
75,81,1
75,87,1
75,94,1
75,93,1
75,76,1
75,73,1
75,89,1
73,93,1
73,90,1
73,48,1
73,97,1
73,89,2
73,86,1
73,88,1
73,91,1
73,83,1
73,85,2
73,96,1
73,40,1
73,30,1
73,34,1
73,79,1
73,58,1
73,87,1
73,61,1
14,73,2
14,87,1
14,88,1
14,58,1
9,92,1
9,85,2
90,59,1
90,71,1
90,90,1
90,94,1
90,50,1
90,47,1
90,66,1
90,70,1
90,74,1
64,84,1
64,35,1
64,92,1
64,46,1
64,8,1
64,61,1
64,88,1
64,67,1
64,79,1
64,62,1
64,93,1
64,81,1
64,75,1
64,64,1
64,77,1
64,91,1
64,96,1
37,77,1
37,97,1
37,96,1
37,92,2
37,89,2
37,95,1
37,66,1
37,86,1
69,87,2
69,85,1
69,89,1
69,92,2
69,77,1
69,73,2
69,90,1
69,83,2
69,84,1
69,94,1
69,82,1
69,68,1
69,75,1
69,41,1
51,80,1
51,91,1
51,94,2
51,7,1
51,87,1
51,66,1
51,97,1
51,2,1
83,93,1
83,89,1
83,65,1
83,74,1
58,84,1
58,70,1
58,67,1
58,91,2
58,75,1
58,90,1
58,69,1
58,76,2
58,94,1
58,93,1
58,2,1
53,94,2
53,92,2
53,66,1
53,73,1
53,89,2
53,56,1
53,93,1
53,57,1
53,79,1
53,72,1
62,93,2
62,12,1
62,60,1
62,89,1
62,57,1
62,69,1
62,95,2
62,81,2
62,61,1
62,67,2
62,84,1
62,87,1
62,66,1
62,70,1
62,73,1
62,91,1
62,79,1
62,18,1
62,68,1
62,13,1
62,42,1
32,89,2
32,27,1
32,29,1
32,56,1
32,94,1
32,17,1
32,60,1
32,10,1
32,73,1
32,58,1
34,24,1
34,95,1
34,18,1
34,93,2
34,96,1
34,62,1
34,76,1
34,91,1
34,78,1
34,87,1
40,10,1
40,94,1
40,92,1
40,88,1
40,90,1
40,93,1
40,95,1
40,77,1
40,83,1
40,86,1
72,0,1
72,68,1
72,74,1
72,93,1
72,87,1
72,90,1
72,61,2
72,29,1
72,69,2
72,80,1
72,63,1
72,89,1
72,60,1
72,70,1
72,95,2
27,6,1
27,97,1
27,81,1
27,58,1
27,19,1
27,89,1
27,85,1
27,77,1
27,76,1
71,60,1
71,91,1
71,96,1
71,89,1
71,79,1
71,37,1
71,61,1
71,87,1
71,100,1
71,74,1
71,95,1
71,59,1
71,94,1
71,83,1
71,39,1
70,10,1
70,96,2
70,85,1
70,89,1
70,79,1
70,75,1
70,72,1
70,25,1
70,7,1
70,40,1
70,35,1
70,91,1
70,93,1
70,67,1
70,59,1
70,68,1
70,97,1
65,24,1
65,34,1
65,20,1
65,41,1
65,89,1
65,98,1
65,72,1
65,69,1
65,81,1
65,76,1
65,90,1
79,70,1
79,13,1
79,76,1
79,92,2
79,54,1
79,88,1
79,87,1
63,92,2
63,91,1
63,89,2
63,82,1
63,97,1
63,75,1
63,76,2
63,96,1
63,58,1
63,55,1
63,65,1
63,42,1
63,46,1
63,85,1
63,94,1
68,89,2
68,60,1
68,88,1
68,92,1
68,91,1
68,8,1
68,19,1
68,76,1
68,94,1
68,61,1
68,72,1
68,97,1
68,56,1
68,96,1
81,76,1
81,10,2
81,65,1
81,94,1
81,13,1
81,87,1
81,86,1
36,83,1
36,81,1
36,78,1
36,79,2
36,89,1
36,94,1
36,58,1
36,93,1
36,64,1
36,69,1
36,95,1
5,95,1
5,91,1
5,60,1
5,84,1
