x,y,count
64,56,1
64,57,2
64,37,2
64,40,1
64,50,1
64,31,2
64,45,1
64,86,1
64,33,1
64,21,1
64,79,1
64,82,1
64,26,2
64,58,1
64,23,1
64,77,1
64,54,1
64,28,1
64,87,1
64,61,1
64,59,2
64,39,1
64,51,1
64,52,1
64,97,1
64,75,1
64,12,1
64,60,1
53,48,1
53,80,1
53,78,2
53,41,1
53,25,1
53,5,1
53,75,2
53,52,2
53,27,1
53,45,2
53,79,2
53,58,1
53,30,2
53,33,2
53,54,1
53,93,1
53,34,1
53,70,1
53,77,1
53,51,1
53,31,1
53,74,1
53,64,1
53,40,1
53,67,1
53,69,1
53,43,1
18,12,1
18,9,1
18,51,1
18,95,1
18,36,1
18,49,1
18,88,1
18,64,1
18,31,1
70,44,1
70,55,1
70,56,1
70,30,1
70,31,1
70,88,1
70,87,1
70,26,2
70,13,1
70,65,1
70,36,1
70,62,1
70,34,1
70,59,1
70,43,1
70,64,1
70,95,1
70,81,1
61,27,1
61,44,3
61,61,1
61,51,1
61,66,1
61,19,1
61,28,1
61,59,1
61,30,1
61,24,1
61,78,1
61,69,1
61,67,2
61,11,1
61,91,1
61,87,1
61,71,1
61,89,1
61,36,1
61,64,1
61,4,1
61,76,1
61,88,1
61,86,1
61,35,1
61,75,1
61,65,1
61,37,1
61,95,1
61,94,1
61,49,1
61,2,1
78,23,1
78,63,1
78,13,1
78,80,1
78,16,1
78,4,1
78,45,1
78,90,1
78,82,1
78,73,1
78,60,1
78,76,1
78,77,1
78,38,1
75,27,1
75,65,1
75,70,1
75,63,1
75,66,1
75,26,1
75,21,1
75,43,1
75,7,1
75,11,1
75,68,1
75,62,1
75,19,1
75,93,1
75,45,1
75,98,1
75,49,1
75,3,1
75,32,1
39,9,1
39,66,2
39,80,1
39,79,2
39,24,1
39,63,1
39,47,1
39,32,1
39,31,1
39,59,1
39,28,1
39,38,1
39,58,1
39,60,1
39,55,2
39,84,1
39,36,1
39,65,1
39,68,2
39,85,1
39,64,1
39,70,1
39,11,1
39,6,1
39,89,1
39,39,1
39,41,1
39,52,1
39,16,1
39,75,1
39,33,1
39,87,1
39,72,1
23,31,1
23,86,1
23,78,1
23,82,1
23,43,2
23,64,1
23,94,1
23,66,1
23,68,2
23,77,2
23,20,1
23,75,2
23,48,1
23,17,1
23,22,1
23,51,1
34,64,2
34,46,1
34,90,2
34,55,2
34,54,2
34,62,1
34,92,1
34,61,1
34,25,2
34,74,1
34,67,3
34,69,1
34,40,1
34,84,2
34,13,1
34,68,1
34,27,1
34,53,1
34,10,1
34,50,2
34,78,1
34,56,1
34,72,1
34,43,1
34,66,2
34,31,1
34,8,1
34,82,1
37,67,3
37,74,2
37,96,1
37,87,1
37,36,2
37,34,1
37,52,2
37,71,1
37,29,1
37,17,1
37,78,1
37,28,1
37,94,1
37,56,2
37,72,1
37,77,1
37,73,1
37,38,1
37,43,1
37,83,1
37,70,1
37,33,1
37,35,1
37,66,1
27,51,1
27,65,2
27,19,1
27,74,1
27,92,2
27,38,1
27,73,1
27,54,1
27,82,3
27,93,1
27,27,1
27,72,1
27,48,1
27,80,2
27,71,1
27,45,1
27,29,1
27,47,1
27,83,1
27,32,1
27,86,1
33,31,1
33,25,1
33,91,1
33,57,1
33,62,2
33,40,1
33,70,2
33,59,2
33,77,1
33,34,1
33,67,1
33,19,1
33,37,1
33,20,1
33,60,1
33,38,1
33,32,1
33,82,2
33,44,2
33,11,1
33,7,1
33,69,1
33,68,1
33,35,1
33,64,1
38,33,1
38,74,1
38,42,1
38,14,1
38,80,2
38,78,1
38,67,1
38,60,2
38,59,1
38,72,2
38,97,2
38,17,1
38,75,1
38,51,1
38,64,2
38,53,1
38,29,1
38,21,1
38,73,1
38,57,1
38,40,1
38,28,1
38,46,1
38,70,1
38,92,1
38,71,1
72,8,1
72,46,1
72,90,1
72,78,1
72,83,1
72,94,1
72,63,3
72,91,1
72,17,1
72,56,1
72,79,1
72,3,1
72,9,1
67,27,1
67,87,2
67,20,2
67,60,2
67,26,1
67,53,1
67,80,1
67,74,1
67,47,3
67,17,1
67,25,1
67,61,1
67,73,1
67,49,1
67,40,1
67,29,2
67,13,2
67,94,1
67,77,1
67,38,1
67,35,1
67,39,2
67,83,1
67,11,1
41,73,1
41,76,1
41,78,1
41,72,2
41,46,1
41,94,2
41,62,1
41,41,1
41,8,1
41,30,1
41,19,1
41,38,1
41,10,1
41,34,1
41,65,1
41,55,1
41,3,1
41,37,1
41,35,1
41,64,1
41,68,1
41,23,1
41,28,1
31,26,2
31,88,1
31,53,1
31,59,1
31,18,1
31,86,1
31,12,1
31,45,1
31,48,1
31,10,1
31,39,1
31,77,1
31,67,1
31,74,1
31,19,1
31,42,2
31,90,1
31,73,1
99,0,28
99,99,25
99,68,1
10,68,3
10,37,1
10,66,1
10,49,1
10,46,1
10,51,1
10,53,1
10,59,1
10,78,1
11,66,2
11,38,1
11,84,1
11,71,1
11,72,2
11,75,1
11,7,1
11,45,1
11,40,1
11,44,1
11,35,1
19,45,1
19,86,1
19,38,1
19,67,1
19,76,1
19,66,1
19,57,1
19,70,1
19,52,1
19,71,1
4,38,1
4,90,2
4,84,1
4,43,1
56,32,2
56,26,1
56,74,1
56,27,1
56,68,1
56,56,1
56,22,1
56,66,2
56,93,2
56,80,3
56,52,1
56,73,1
56,72,1
56,78,1
56,6,1
56,91,1
56,36,1
56,30,1
56,69,1
56,39,1
56,50,1
56,49,1
56,65,1
56,81,1
56,84,1
56,70,2
56,46,1
56,18,1
56,29,1
44,24,1
44,67,2
44,34,2
44,77,1
44,79,3
44,52,1
44,95,1
44,51,1
44,23,1
44,87,1
44,72,1
44,61,1
44,36,1
44,81,1
44,55,1
44,37,1
44,64,1
44,92,1
44,88,1
44,82,2
44,40,1
44,59,1
44,86,1
44,3,1
44,44,1
44,6,1
44,68,1
44,43,1
36,28,1
36,76,4
36,73,2
36,39,2
36,84,3
36,85,1
36,45,3
36,20,1
36,25,1
36,33,1
36,38,2
36,49,1
36,83,1
36,32,2
36,64,1
36,90,1
36,77,1
36,30,1
36,34,1
36,68,1
36,46,1
36,78,1
36,62,1
28,7,1
28,75,1
28,74,1
28,73,1
28,65,3
28,29,1
28,37,1
28,24,1
28,70,1
28,71,1
28,98,1
28,78,1
28,47,1
28,85,1
28,92,1
28,64,1
28,59,1
28,38,1
28,95,1
28,91,1
28,25,1
28,83,1
28,69,1
28,32,1
30,42,1
30,78,1
30,69,3
30,49,1
30,90,1
30,67,1
30,47,2
30,73,1
30,59,3
30,66,1
30,34,1
30,17,1
30,51,1
30,77,1
30,89,1
30,58,1
30,37,1
30,16,1
30,70,1
30,84,2
30,92,1
30,33,1
30,62,2
30,98,1
30,72,2
30,54,1
30,6,1
30,76,1
30,19,2
30,52,1
30,75,1
30,64,1
30,94,1
30,81,1
30,24,1
30,61,1
32,61,1
32,49,1
32,72,2
32,42,2
32,73,2
32,87,1
32,88,1
32,9,1
32,57,1
32,54,1
32,31,1
32,30,1
32,79,1
32,34,1
32,93,1
32,47,1
32,67,1
32,64,1
32,33,1
32,15,1
32,40,1
32,66,1
32,92,2
32,41,1
32,77,1
32,60,1
32,58,1
32,83,1
59,23,1
59,13,1
59,26,1
59,88,1
59,61,2
59,68,1
59,54,1
59,28,1
59,81,1
59,69,1
59,75,1
59,19,1
59,33,1
59,87,1
59,63,1
59,71,1
59,83,1
59,82,1
59,74,2
59,73,1
59,65,1
59,77,1
59,35,1
59,34,1
59,32,1
59,30,1
59,79,1
59,15,1
59,57,1
59,78,1
59,76,1
59,40,1
21,35,1
21,43,1
21,36,1
21,67,2
21,75,1
21,91,1
21,6,1
21,0,1
21,66,1
21,41,1
21,3,1
21,38,1
21,64,1
25,37,1
25,83,1
25,30,1
25,28,1
25,77,2
25,76,1
25,51,1
25,71,1
25,86,1
25,59,2
25,74,2
25,65,1
25,97,2
25,58,1
25,39,1
25,60,2
25,38,1
25,36,1
25,87,1
25,15,1
25,45,2
25,46,1
25,33,2
25,93,1
25,81,1
25,75,1
25,66,1
20,59,2
20,43,1
20,88,1
20,70,2
20,26,1
20,41,1
20,84,2
20,51,1
20,79,1
20,45,1
29,61,1
29,88,1
29,57,1
29,60,1
29,58,2
29,73,1
29,74,1
29,95,1
29,34,1
29,67,1
29,97,1
29,83,1
29,70,1
29,20,2
29,13,1
29,72,1
29,82,1
29,43,1
29,78,1
29,86,1
43,49,1
43,43,1
43,73,1
43,14,1
43,89,1
43,50,1
43,96,2
43,93,3
43,94,1
43,86,1
43,47,1
43,5,1
43,22,1
43,76,1
43,11,1
43,42,1
43,66,1
43,17,1
43,72,1
43,9,1
43,63,1
43,58,1
43,30,1
43,97,1
43,8,2
43,2,1
43,67,1
43,44,1
43,45,1
35,75,1
35,78,2
35,46,1
35,12,1
35,57,1
35,86,2
35,85,1
35,68,2
35,48,1
35,39,1
35,81,1
35,32,1
35,61,2
35,83,1
35,63,1
35,28,1
35,80,1
35,8,1
35,10,1
35,11,1
35,66,1
35,49,1
35,45,1
35,35,2
35,58,1
35,79,1
35,88,1
35,36,1
35,60,1
35,64,1
35,50,1
51,33,1
51,87,1
51,95,1
51,51,1
51,36,2
51,23,1
51,88,3
51,72,1
51,52,1
51,58,1
51,70,2
51,69,1
51,54,1
51,66,1
51,55,1
51,27,1
51,65,1
51,50,1
51,86,2
51,79,1
51,22,1
46,47,1
46,55,4
46,86,1
46,76,1
46,8,1
46,66,2
46,56,1
46,33,2
46,100,1
46,43,1
46,46,1
46,88,1
46,65,1
46,34,2
46,72,1
46,62,1
46,73,1
46,15,1
46,32,1
46,51,1
46,71,1
46,53,1
46,94,1
66,80,1
66,77,1
66,18,1
66,21,2
66,44,1
66,87,2
66,71,1
66,78,1
66,29,2
66,89,1
66,56,1
66,19,2
66,73,1
66,32,1
66,37,1
66,72,2
66,58,2
66,30,1
66,96,1
66,6,1
66,31,1
66,59,1
66,28,1
66,40,2
66,48,1
66,47,1
66,83,1
66,76,1
66,65,1
66,26,1
66,84,1
66,23,1
66,22,1
66,61,1
65,36,1
65,13,1
65,62,1
65,49,2
65,32,1
65,64,1
65,74,1
65,85,3
65,81,1
65,28,1
65,82,1
65,89,1
65,19,1
65,18,1
65,68,3
65,60,3
65,38,2
65,30,1
65,70,2
65,50,2
65,39,2
65,43,1
65,95,1
65,26,1
65,5,1
65,72,1
65,57,1
65,71,3
65,77,2
65,78,1
65,25,1
9,41,1
9,90,1
9,31,1
9,64,2
40,64,1
40,88,1
40,42,2
40,34,1
40,43,1
40,87,2
40,81,1
40,94,1
40,75,1
40,72,3
40,76,1
40,56,1
40,77,2
40,59,1
40,26,1
40,65,1
40,12,1
40,28,1
40,66,1
40,83,1
40,51,1
40,70,1
40,63,1
47,51,1
47,43,1
47,57,1
47,74,1
47,72,2
47,75,1
47,33,1
47,69,1
47,42,1
47,83,1
47,77,3
47,64,2
47,9,1
47,56,1
47,58,1
47,47,1
47,95,1
47,52,1
58,46,1
58,3,1
58,82,3
58,87,1
58,63,1
58,20,1
58,84,1
58,92,1
58,40,1
58,34,1
58,72,1
58,94,1
